date,precision_code,precision,region,location,pleiades_name,pleiades_id,lat,lng,title,imprint,series,shelf_location,bsn
Jan-17,3,Region,Iraq,Mesopotamia,Mesopotamia,981534,34,44,"Transeuphratène, t. 23","Paris : Gabalda, c1989-",,Oak Collection DS62.23 .T73 t.23 (2002),2212276
Jan-17,3,Region,Iraq,Mesopotamia,Mesopotamia,981534,34,44,"Reallexikon der Assyriologie, Bd. 15: Lfg. 1-2 / unter Mitwirkung zahlreicher Fachgelehrter herausgegeben von Erich Ebeling . . . und Bruno Meissner . . . ","Berlin undLeipzig, W. de Gruyter & Co., 1928-<2016>",,Reference 4 Collection DS69.1 .R4 1928 Bd.15:Lfg.1-2,2166713
Jan-17,1,Site,Iraq,Nimrud,Kalhu/Calah/‘Larisa’?,894019,36.099167,43.3275,Ivories from rooms SW11/ 12 and T10 Fort Shalmaneser / by Georgina Hermann & Stuart Laidlaw. ,"London : British Institute for the Study of Iraq, 2013.",Ivories from Nimrud (1949-1963) ; VII,Oversize Collection NK5860 .M26 fasc.7:pt.1-2,4545507
Jan-17,2,City,Jordan,Petra,Petra.,697725,30.328611,35.441944,Pétra et les Nabatéens / Marie-Jeanne Roche. ,"Paris : Les Belles Lettres, [2015] // ©2015",Guide Belles Lettres des civilisations ; 28,Small Collection  DS154.22 .R63 2015,4571238
Jan-17,3,Region,Jordan,(General),,,31.24,36.51,The 1927-1938 Italian archaeological expedition to Transjordan in Renato Bartoccini's archives / Stefano Anastasio and Lucia Botarelli. ,"Oxford [U.K.] : Archaeopress Archaeology, [2015] ",,Large Collection  DS154.9.A5 A77 2015,4599263
Jan-17,1,Site,Kuwait,Failaka,Failaka/Tell Khazne.,912851,29.433698,48.274487,"Failaka : fouilles françaises, 1984-1985 / sous la direction d'Yves Calvet et Jean-François Salles ; avec la collaboration de Dominique Beyer [and others]. ","Lyon : GS-Maison de l'Orient ; Paris : Diffusion de Boccard, 1986.","Travaux de la Maison de l'Orient, 0766-0510 ; no 12",Large Collection DS247.F343 F35 1986 ,4548855
Jan-17,3,Region,Malta,(General),Melita/Malta (island),462311,35.87373581,14.44874427,Malta and Gozo / Peter McGregor Eadie ; maps and plans by John Flower. ,"London : A & C Black ; New York : WW Norton, 1990.",Blue guides,Small Collection  DG988.8 .E224 1990,4548735
Jan-17,4,Broad region,Mediterranean Region,Eastern Mediterranean,,,33,33,"Across the Corrupting Sea : Post-Braudelian Approaches to the Ancient Eastern Mediterranean / edited by Cavan Concannon, Lindsey A. Mazurek. ","London : Routledge/Taylor & Francis Group, 2016.",,Small Collection  DE8 .A35 2016,4571622
Jan-17,4,Broad region,Mediterranean Region,(General),,,34,23,Traders in the ancient mediterranean / edited by Timothy Howe. ,"Chicago, Illinois : Ares Publishers Inc., [2015] .",Publications of the Association of Ancient Historians11,Small Collection HF3750.7 .T73 2015 ,4548724
Jan-17,4,Broad region,Mediterranean Region,(General),,,34,23,"The wisdom of Thoth : magical texts in ancient Mediterranean civilisations / edited by Grażyna Ba̧kowska-Czerner, Alessandro Roccati, Agata Świerzowska. ","Oxford : Archaeopress Publishing Ltd., [2015] // ©2015",Archaeopress archaeology,Large Collection  BF1591 .M3446 2013,4571586
Jan-17,4,Broad region,Middle East,(General),,,29.3,42.5,Festivals and calendars of the ancient Near East / by Mark E. Cohen. ,"Bethesda, Maryland : CDL Press, 2015. // ©2015",,Small Collection  CE33 .C644 2015,4221220
Jan-17,4,Broad region,Middle East,(General),,,29.3,42.5,Les Civilisations de l'Orient ancien / Jean Deshayes. ,"Paris : Arthaud, 1969.","Collection Les Grandes civilisations, 9",Small Collection DS57 .D45 1969 ,2029045
Jan-17,4,Broad region,Middle East,(General),,,29.3,42.5,Ancient Near Eastern cylinder and stamp seals in Australian collections / Parvine H. Merrillees. ,"Melbourne : Australian Institute of Archaeology, 2015.",Buried history monograph ; 4,Large Collection  CD5210.A8 M47 2015,4571262
Jan-17,4,Broad region,Middle East,(General),,,29.3,42.5,"Proceedings of the 9th International Congress on the Archaeology of the Ancient Near East : 9-13 June 2014, Basel / edited by Rolf A. Stucky, Oskar Kaelin and Hans-Peter Mathys. ","Wiesbaden : Harrassowitz Verlag, 2016.",,Small Collection DS56 .I56 2014 v.1-3,4309565
Jan-17,4,Broad region,Middle East,(General),,,29.3,42.5,Catalogue of the Western Asiatic seals in the British Museum. ,"London : Trustees of the British Museum, 1962-<c2016>",,Large Collection CD5210.G7 L66 1962 v.1:pt.3,2614927
Jan-17,4,Broad region,Middle East,(General),,,29.3,42.5,"Near-Eastern musicology online : Nemo, v. 1, no. 1","Paris : Geuthner, [2012] -",,Oak Collection ML348 .N43 v.1:no.1 (2012:Nov.),4548151
Jan-17,4,Broad region,Middle East,(General),,,29.3,42.5,Fortune and misfortune in the Ancient Near East : proceedings of the 60th Rencontre assyriologique internationale at Warsaw 21-25 July 2014 / edited by Olga Drewnowska and Małgorzata Sandowicz. ,"Winona Lake, Indiana : Eisenbrauns, 2017.",,Small Collection DS56 .R46 2014 ,4548545
Jan-17,4,Broad region,Middle East,(General),,,29.3,42.5,Catalogue of the Western Asiatic seals in the British Museum. ,"London : Trustees of the British Museum, 1962-<c2016>",,Large Collection CD5210.G7 L66 1962 v.1:pt.4,2614927
Jan-17,3,Region,Mongolia,(General),,,46.5,104.5,Древнемонгольские города / авторский коллектив: член-корреспондент АН СССР С. В. Киселев and 4 others. / / Drevnemongolʹskie goroda / avtorskiĭ kollektiv: chlen-korrespondent AN SSSR S. V. Kiselev and 4 others. ,"Moskva : Nauka, 1965. // Москва : Наука, 1965.",,Large Collection GN855.C6 A64 1965 ,4571769
Jan-17,3,Region,Palestine,(General),,,31.25,35,A companion to Josephus / edited by Honora Howell Chapman and Zuleika Rodgers. ,"Chichester, West Sussex, UK ; Malden, MA : John Wiley & Sons, Inc., 2016. // ©2016",Blackwell companions to the ancient world,Small Collection  DS115.9.J6 C66 2016,4230615
Jan-17,3,Region,Palestine,(General),,,30.25,35,"The Onomasticon of Iudaea : Palaestina and Arabia in the Greek and Latin sources = ha-Onomasṭiḳon shel Yudaiʼah : Palesṭinah ṿe-ʻArabiyah ba-meḳorot ha-Yeṿaniyim ṿeha-Laṭiniyim / by Leah Di Segni and Yoram Tsafrir ; with Judith Green. / / The Onomasticon of Iudaea : Palaestina and Arabia in the Greek and Latin sources = האונומסטיקון של יודיאה : פלסטינה וערביה במקורות היווניים והלטיניים / by Leah Di Segni and Yoram Tsafrir, with Judith Green. ","Jerusalem : The Israel Academy of Sciences and Humanities, 2015- // ©2015-","Publications of the Israel Academy of Sciences and Humanities // כתבי האקדמיה הלאומית הישראלית למדעים, החטיבה למדעי הרוח // Publications of the Israel Academy of Sciences and Humanities, Section of Humanities.",Small Collection  DS103.5 .D52 2015,4599661
Jan-17,3,Region,Palestine,(General),,,31.25,34,The verb in the Amarna letters from Canaan / Krzysztof J. Baranowski. ,"Winona Lake, Indiana : Eisenbrauns, 2016.",Languages of the Ancient Near East ; 6,Small Collection  PJ3887 .B3 2016,4548730
Jan-17,1,Site,Palestine,Ramat Rahel,Ramat Raḥel.,671109966,31.739992,35.218992,"Ramat-Raḥel III : final publications of Aharoni's excavations at Ramat-Raḥel (1954, 1959-1962) / Oded Lipschits, Yuval Gadot, Liora Freud ; with contributions by Nitzan Amitai-Preiss [and 20 others]. ","Winona Lake, Indiana : Eisenbrauns, [2016] ",Sonia and Marco Nadler Institute of Archaeology Monograph Series ; number 35,Large Collection DS110.R34 L57 2016 v.1-2,4546379
Jan-17,1,Site,Palestine,Tell Miqne/Ekron,Ekron/Akkaron.,687888,31.779672,34.848363,"Tel Miqne-Ekron excavations 1985-1988, 1990, 1992-1995 : field IV lower--the Elite Zone, pt. 1 & 3B / by Trude Dothan, Yosef Garfinkel, and Seymour Gitin ; edited by Seymour Gitin. ","Winona Lake, Indiana : Eisenbrauns, [2016] ","Final reports of the Tel Miqne-Ekron excavations ; 9/1, 9/3B // Harvard Semitic Museum publications",Large Collection DS110.E458 D68 2016 pt.1 & 3B,4546079
Jan-17,1,Site,Palestine,Teleilat Ghassul,Teleilat Ghassul.,509457605,31.803225,35.60194,"The mysterious wall paintings of Teleilat Ghassul, Jordan : in context / Bernadette Drabsch. ","Oxford : Archaeopress Archaeology, 2015.",Monographs of the Sydney University Teleilat Ghassul project ; 3,Large Collection DS154.9.G475 D73 2015 ,4548195
Jan-17,4,Broad region,Roman Empire,(General),,423025,41.9,12.5,"Ausführliche Grammatik der lateinischen Sprache. Erster Teil. Elementar-, Formen- und Wortlehre / Raphael Kühner, Friedrich Holzweissig","Darmstadt : Wissenschaftliche Buchgesellschaft, 1994.",,Reference 3 Collection PA2087 .K82 T.1 1994 ,4548745
Jan-17,4,Broad region,Russia,(General),,,60,90,Mezolit SSSR / otvetstvennyĭ redaktor toma L. V. Kolʹt͡sov ; [avtory toma N. O. Bader and others]. / / Мезолит СССР / ответственный редактор тома Л. В. Кольцов ; [авторы тома Н. О. Бадер . . . и др. ]. ,"Moskva : Izd-vo ""Nauka"", 1989. // Москва : Изд-во ""Наука"", 1989.",Arkheologii͡a SSSR // Археология СССР,Large Collection GN774.22.S65 M49 1989 ,4569913
Jan-17,4,Broad region,Russia,(General),,,60,90,"Rossiĭskai͡a arkheologii͡a, 2016: no. 4 / / Российская археология. ","Moskva : Izd-vo ""Nauka"", 1992- // Москва : Изд-во ""Наука"", 1992-",,Oak Collection DK30 .A1733 2016:no.4,2166150
Jan-17,2,City,Russia,"Zmeyskaya, N. Osettia",,,43.334041,44.156554,Arkheologicheskie raskopki v raĭone Zmeĭskoĭ Severnoĭ Osetii : Trudy arkheologicheskoĭ ėkspedit͡sii 1953-1957 / Red. E. I. Krupnov. / / Археологические раскопки в районе Змейской Северной Осетии : Труды археологической экспедиции 1953-1957 / Ред. Е. И. Крупнов. ,"Ordzhonikidze : Severo-Osetinskoe knizhnoe izd-vo, 1961. // Орджоникидзе : Северо-Oсетинское книжное изд-во, 1961.",Materialy po arkheologii i drevnei istorii Severnoi Osetii ; t. 1,Small Collection DK511.S44 A75 1961 ,4568852
Jan-17,2,City,Russia,Elabuzhskii raion (Yelabuzhsky),,,55.783333,51.883333,"Ananʹinskiĭ mir : istoki, razvitie, svi͡azi, istoricheskie sudʹby / otvetstvennye redaktory: S. V. Kuzʹminykh, A. A. Chizhevskiĭ. / / Aнaньинский мир : истоки, рaзвитие, связи, исторические судьбы / ответственные редакторы: С. В. Кузьминых, А. А. Чижевский. ","Kazanʹ : Institut istorii im. Sh. Mardzhani Akademii nauk Tatarstana : Otechestvo, 2014. // Kaзань : Институт истории им. Ш. Maрджани Aкадемии наук Taтaрстaнa : Oтeчeствo, 2014.",Arkheologii͡a evraziĭskikh stepeĭ ; 20,Large Collection DK511.E27 A63 2014 ,4548409
Jan-17,3,Region,Russia,Dagestan,,,43.1,46.883333,"Strana maskutov v Zapadnom Prikaspii : kurgannye mogilʹniki Prikaspiĭskogo Dagestana III-V vv. n. ė. / V. I͡U. Malashev, M. S. Gadzhiev, L. S. Ilʹi͡ukov. / / Страна maскутов в Зaпaдном Прикаспии : курганные могильники Прикаспийского Дaгестана III-V вв. н. э. / В. Ю. Малашев, M. С. Гaджиев, Л. С. Ильюков. ","Makhachkala : Mavraevʺ, 2015. // Maхaчкалa : Maвраев, 2015.",,Large Collection DK511.D2 M344 2015 ,4572057
Jan-17,3,Region,Russia,"Caucasus, Northern",,,43.58,43.45,Древнейшие земледельцы и скотоводы Предкавказья : Maйкопско-новосвободненская oбщность : проблемы внутренней типологии / С. Н. Кореневский. / / Drevneĭshie zemledelʹt͡sy i skotovody Predkavkazʹi͡a : Maĭkopsko-novosvobodnenskai͡a obshchnostʹ : problemy vnutrenneĭ tipologii / S. N. Korenevskiĭ. ,"Moskva : Nauka, 2004. // Moсквa : Нaукa, 2004.",,Large Collection GN778.3.M35 K67 2004 ,4549013
Jan-17,3,Region,Russia,"Caucasus, Northern",,,43.58,43.45,"Severnyĭ Kavkaz : istoriko-arkheologicheskie ocherki i zametki : sbornik stateĭ / [otvetstvennye redaktory M. P. Abramova, V. I. Markovin]. / / Северный Кавказ : историко-aрхеологические oчерки и зaметки : сборник статей / [oтвeтствeнныe рeдaктoры М. П. Абрамова, В. И. Марковин]. ","Moskva : Rossiĭskai͡a akademii͡a nauk, Institut arkheologii, 2001. // Москва : Российская академия наук, Институт археологии, 2001.",Materialy i issledovanii͡a po arkheologii Rossii ; 3,Large Collection DK511.C2 S3558 2001 ,4570046
Jan-17,3,Region,Russia,Kabardino-Balkariia,,,43.583333,43.4,Materialy po arkheologii Kabardino-Balkarii = Matériaux pour l'archéologie de la Kabardino-Balkarie / pod red. M. I. Artamonova. / / Материалы по археологии Kaбaрдинo-Бaлкарии / под рeд. М. И. Артамоновa. ,"Moskva ; Leningrad : Izd-vo Akademii nauk SSSR, 1941. // Москва ; Ленинград, Изд-во Академии наук СССР, 1940-1952.",Materialy i issledovanii͡a po arkheologii SSSR = Matériaux et recherches d'archéologie de l'URSS ; no. 3,Large Collection DK30 M3 no.3 ,4548856
Jan-17,3,Region,Russia,"Russia, Southern",,,45.4,43,"Drevnosti I͡Uga Rossii : pami͡ati A. G. Atavina / [otvetstvennyĭ redaktor, G. E. Afanasʹev]. / / Древности Юга России : памяти А. Г. Атавина / [ответственный редактор, Г. Е. Афанасьев]. ","Москва : Институт археологии РАН, 2008. // Moskva : Institut arkheologii RAN, 2008.",,Large Collection DK509 .D744 2008 ,4548430
Jan-17,3,Region,Russia,"Russia, Southern",,,45.4,43,"Evraziĭskie drevnosti : 100 let B. N. Grakovu : arkhivnye materialy, publikat͡sii, statʹi / [otv. redaktory A. I. Meli͡ukova, M. G. Moshkova, V. A. Bashilov]. / / Евразийские древности : 100 лет Б. Н. Гракову : архивные материалы, публикации, статьи / [отв. редакторы А. И. Мелюкова, М. Г. Мошкова, В. А. Башилов]. ","Moskva : Rossiĭskai͡a akademii͡a nauk, Institut arkheologii, 1999. // Москва : Российская академия наук, Институт археологии, 1999.",,Large Collection GN849 .E873 1999 ,4569921
Jan-17,3,Region,Russia,Volga River Valley,Rha/Attila (river),834296,45.833333,47.966667,Древности Нижнего Поволжья : итоги работ Сталинградской археологической экспедиции / Ответственный ред. Е. И. Крупнов. / / Drevnosti Nizhnego Povolzhʹi͡a : itogi rabot Stalingradskoĭ arkheologicheskoĭ ėkspedit͡sii / Otvetstvennyĭ red. E. I. Krupnov. ,"Moskva : Akademii͡a nauk SSSR, 1959-1960. // Москва : Академия наук СССР, 1959-1960.","Materialy i issledovanii͡a po arheologii SSSR ; 60, 78",Large Collection DK30 .M3 no.60,3676059
Jan-17,3,Region,Russia,Don River Region,,,47.5437096,40.7291755,Na vostochnykh rubezhakh Skifii : drevnosti donskikh skifov / V. I. Guli͡aev. / / На восточных рубежах Скифии : древности донских скифов / В. И. Гуляев. ,"Moskva : IA RAN, 2010. // Москва : ИА РАН, 2010.",,Large Collection DK34.S4 G85 2010 ,4549005
Jan-17,3,Region,Russia,Chuvash Republic,,,55.55,47.1,"Arkheologicheskai͡a karta Chuvashskoĭ Respubliki / otvetstvennye redaktory E. P. Mikhaĭlov, N. S. Berezina. / / Археологическая карта Чувашской Республики / ответственные редакторы Е. П. Михайлов, Н. С. Березина. ","Cheboksary : Chuvashskoe knizhnoe izdatelʹstvo, 2013-2015. // Чебоксары : Чувашское книжное издательство, 2013-2015.",,Large Collection DK511.C5 A64 2013 t.1-2,4384949
Jan-17,3,Region,Russia,"Cheptsy River, Udmurtia",,,57.66831,53.709366,Lesagurtskiĭ klad IX v. v basseĭne Chept͡sy : katalog archeologicheskoĭ kollekt͡sii / T. I. Ostanina. / / Лeсaгуртский клaд IX в. в бaссeйнe Чeпцы : кaтaлoг aрхeoлoгичeской коллекции / T. И. Oстaнинa. ,"Izhevsk : [n.p.] , 2015 // Ижeвск : [n.p.] , 2015",,Small Collection GN36.R92 I777 2015 ,4545787
Jan-17,3,Region,Russia,Siberia,,,60,105,Materialy i issledovanii͡a po arkheologii Sibiri / pod redakt͡sieĭ S. V. Kiseleva. / / Maтeриалы и исслeдoвания пo aрхеoлoгии Сибири / под рeдaкцией С. В. Киселевa. ,"Moskva : Izd-vo Akademii nauk SSSR, 1952- // Москва : Изд-во Академии наук СССР, 1949.",Materialy i issledovanii͡a po arkheologii SSSR ; no. 24,Large Collection DK30 .M3 no.24 ,4548835
Jan-17,3,Region,Russia,Ural Mountains Region,,,60,60,"Materialy i issledovanii͡a po arkheologii Urala i Priuralʹi͡a, tom 5 / / Материалы и исследования по археологии Урала и Приуралья, тom 5","Moskva : Izd-vo Akademii nauk SSSR, 1940-1952. // Москва : Изд-во Академии наук СССР, 1940-1952.",Materialy i issledovanii͡a po arkheologii SSSR ;  no. 30,Large Collection DK30 .M3 no.30 (t.5),4548839
Jan-17,1,Site,Russia,Brut,,,43.271355,44.449434,Alanskie kni͡azheskie kurgany V v. n. ė. u sela Brut v Severnoĭ Osetii / T. A. Gabuev. / / Аланские княжеские курганы V в. н. э. у села Брут в Северной Осетии / Т. А. Габуев. ,"Vladikavkaz : Izdatelʹsko-poligraficheskoe predprii͡atie im. V.A. Gassieva, 2014. // Владикавказ : Издательско-полиграфическое предприятие им. В.А. Гассиева, 2014.",,Large Collection DK511.S44 G23 2014 ,4570051
Jan-17,1,Site,Russia,Mokraia Balka Site,,,45.489751,41.367597,"Moкрaя Бaлкa, вып 1 / Г. E. Aфaнaсьeв, A. П. Рунич. / / Mokrai͡a Balka / G. E Afanasʹev, A. P. Runich. ","Moskva : Nauchnyĭ mir, 2001- // Moсквa : Нaучный мир, 2001-",,Large Collection DK651.M59 A37 2001 vyp.1,4572050
Jan-17,4,Broad region,"Russia, Western",(General),,,55,40,Vostochnye slavi͡ane v VI-XIII vv. / V. V. Sedov ; otvetstvennyĭ redaktor toma B. A. Rybakov. / / Вoсточныe слaвянe в VI-XIII вв. / В. В. Седов ; oтветственный рeдaктор тoмa Б А. Рыбаков. ,"Moskva : Izd-vo ""Nauka, "", 1982. // Moсквa : Изд-вo ""Наука"", 1982.",Arkheologii͡a SSSR // Археология СССР,Large Collection DJK23 .S434 1982 ,4569914
Jan-17,2,City,Syria,Mari,Māri.,286681704,34.3,40.5,Mari : capital of northern Mesopotamia in the third millennium BC : the archaeology of Tell Hariri on the Euphrates / Jean-Claude Margueron. ,"Havertown, PA : Oxbow Books, 2014.",,Large Collection DS99.M3 M355 2014 ,4096977
Jan-17,2,City,Syria,Dura-Europos,D(o)ura/Europos.,893990,34.7491245,40.7285885,"Aspects of the Roman East : papers in honour of Professor Fergus Millar, FBA / edited by Richard Alston and Samuel N. C. Lieu. ","Turnhout : Brepols ; [Sydney] : Ancient History Documentary Research Centre, Macquarie University, c2007-2016.","Studia antiqua australiensia ; v. 3, 7",Small Collection DS62.2 .A87 2007 v.1-2,4571196
Jan-17,3,Region,Syria,(General),,,35,38,"The archaeology of Syria : from complex hunter-gatherers to early urban societies (c. 16, 000-300 BC) / Peter M. M. G. Akkermans, Glenn M. Schwartz. ","Cambridge, UK ; New York : Cambridge University Press, 2003.",Cambridge world archaeology,Small Collection DS94.5 .A45 2003 ,1056529
Jan-17,1,Site,Syria,Tell Nebi Mend,Laodicea ad Libanum.,668291,34.572648,36.54147,"Excavations at Tell Nebi Mend, Syria, v. 1 / edited by Peter J. Parr. ","Oxford : Oxbow Books, 2015-",Levant supplementary series ; volume 16,Large Collection DS99.N42 E93 2015 v.1,4548187
Jan-17,1,Site,Syria,Tell Jerablus Tahtani,Tell Jerablus Tahtani.,851753991,36.79017568,38.02114725,"Tell Jerablus Tahtani, Syria, I : mortuary practices at an early Bronze Age fort on the Euphrates River / Edgar Peltenburg ; with contributions by Diane Bolger [and twenty others]. ","Oxford ; Philadelphia : Oxbow Books, 2015. // ©2015",Levant supplementary series ; volume 17,Large Collection DS99.J283 P45 2015 ,4546397
Jan-17,2,City,Turkey,Labraunda,Labraunda,599745,37.4170436,27.8199525,"Mylasa Labraunda : Archaeology and rural architecture in Southern Aegean Region = Milas Çomakdağ : Güney Ege Bölgesi'nde arkeoloji ve kırsal mimari / [project director-curator Amelie Edgü ; academic advisor Afife Batur ; editors Figen Kuzucu, Murat Ural ; photographs Ali Konyalı]. ","İstanbul : Milli Reasürans T.A.Ş., 2010.",,Oversize Collection  DS51.M55 M95 2010,4599959
Jan-17,2,City,Turkey,Miletus,Miletus.,599799,37.52157586,27.27770558,"Miletus/ Balat : urbanism and monuments from archaic to Ottoman periods, a guide book / edited by Philipp Niewöhner. ","İstanbul : Ege Yayınlari, [2016] ",,Small Collection  DF261.M5 M56 2016,4571598
Jan-17,2,City,Turkey,Korucutepe.,Korucutepe.,966705384,38.636943,39.53657,"Korucutepe : final report on the excavations of the University of Chicago, California (los Angeles) and Amsterdam in the Keban Reservoir, Eastern Anatolia 1968-1970, v. 1-3 / edited by Maurits N. van loon. ","Amsterdam : North-Holland Publishing Co., 1975-1980.",Studies in ancient civilization (Allard Pierson Foundation),Large Collection DS156.K67 K67 1975 v.1-3,2498846
Jan-17,2,City,Turkey,Phokaia,Phocaea,550823,38.6703265,26.754884,Foça tarihi = The history of Phokaia / Ahmet Vasfi Pekin. ,"Istanbul : Ege Yayınlari, [2015] ",,Large Collection  DS156.F63 P45 2015,4599665
Jan-17,2,City,Turkey,Assos,Assos/Apollonia.,550463,39.491111,26.3383585,A terracotta treasure at Assos / by Tuna Şare Ağtürk and Nurettin Arslan. ,"Istanbul : Ege Yayınları : Zero Books, [2015] ",,Small Collection  DS156.A7 A388 2015,4571612
Jan-17,2,City,Turkey,Hattusa,Hattusa.,283602441,40.01824972,34.62021474,"İstanbul Arkeoloji Müzelerinde bulunan Boğazköy Tableterinden seçme metinler, v. 1 & 3. / hazırlıanyar : H. Bozkurt [Kizilyay], M. Çiğ, H. G. Güterbock. ","Istanbul : Maarif Matbaasi, 1944.",T.C. maarif Vekilligi. Antikite ve Muzeler Mudurlugu Yainlarindan. Seri 3 ; sayi 1,Oversize Collection P945.A2 I88 v.1-3 1944-1954 ,4545780
Jan-17,2,City,Turkey,Inandiktepe,İnandıktepe.,484415170,40.381111,33.535278,İnandıktepe : eski Hitit çağında önemli bir kült merkezi = An important cult center in the old Hittite period / Tahsin Özgüç ; giriş = introduction by Raci Temizer. ,"Ankara : Türk Tarih Kurumu Basımevi, 1988.",Türk Tarih Kurumu yayınları. V. dizi ; sa. 43,Large Collection DS156.I58 O98 1988 ,2015985
Jan-17,3,Region,Turkey,Lycia,Lycia,638965,36.51368833,29.1296185,Lykien und Pamphylien / von Hansgerd Hellenkemper und Friedrich Hild. ,"Wien : Verlag der Österreichischen Akademie der Wissenschaften, 2004.","Denkschriften / Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse ; 320. Bd. // Tabula Imperii Byzantini ; Bd. 8",Large Collection DF501 .T33 Bd. 8 2004 T.1-3,4599266
Jan-17,3,Region,Turkey,Phrygia,Phrygia.,981543,37.5,32.5,Phrygien und Pisidien / von Klaus Belke und Norbert Mersich. ,"Wien : Verlag der Österreichischen Akademie der Wissenschaften, 1990.","Tabula Imperii Byzantini ; Bd. 7 // Denkschriften / Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse ; 211. Bd.",Large Collection DF501 .T33 Bd.7 1990 ,2289648
Jan-17,3,Region,Turkey,Cappadocia,Cappadocia.,991402,37.5,37.5,"Kappadokien : (Kappadokia, Charsianon, Sebasteia und Lykandos) / von Friedrich Hild und Marcell Restle. ","Wien : Verlag der Österreichischen Akademie der Wissenschaften, 1981.","Tabula Imperii Byzantini ; Bd. 2 // Denkschriften / Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse ; 149. Bd",Large Collection DF501 .T33 Bd.2 1981 ,2018562
Jan-17,3,Region,Turkey,Cilicia,Cilicia.,981514,37.5,32.5,Kilikien und Isaurien / von Friedrich Hild und Hansgerd Hellenkemper. ,"Wien : Verlag der Österreichischen Akademie der Wissenschaften, 1990.","Denkschriften / Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse ; 215. Bd. // Tabula Imperii Byzantini ; Bd. 5",Large Collection DF501 .T33 Bd.5 1990 T.1-2,4600030
Jan-17,3,Region,Turkey,"Anatolia, Eastern",,,38.5,41,The spaces between the teeth : a gazetteer of towns on the Islamic-Byzantine frontier / Asa Eger. ,"Istanbul : Ege Yayınları, [2016] // ©2016",,Reference 4 Collection DF591 .E38 2016 ,4571601
Jan-17,3,Region,Turkey,Nicopolis,Nicopolis.,531013,39.01310635,20.73218147,"Nikopolis und Kephallēnia / von Peter Soustal, unter Mitwirkung von Johannes Koder. ","Wien : Verlag der Österreichischen Akademie der Wissenschaften, 1981.","Tabula Imperii Byzantini ; Bd. 3 // Denkschriften / Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse ; 150. Band",Large Collection DF501 .T33 Bd.3 1981 ,2745785
Jan-17,3,Region,Turkey,Galatia,Galatia.,619161,39.75,32.75,"Galatien und Lykaonien / von Klaus Belke, mit Beiträgen von Marcell Restle. ","Wien : Verlag der Österreicheschen Akademie der Wissenschaften, 1984.","Tabula Imperii Byzantini ; Bd. 4 // Denkschriften / Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse ; 172. Bd.",Large Collection DF501 .T33 Bd.4 1984 ,2796275
Jan-17,3,Region,Turkey,Paphlagonia,Paphlagonia (region),845034,41.44846297,33.23855022,Paphlagonien und Honōrias / von Klaus Belke. ,"Wien : Verlag der Österreichischen Akademie der Wissenschaften, 1996.","Tabula Imperii Byzantini ; Bd. 9 // Denkschriften / Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse ; 249. Bd.",Large Collection DF501 .T33 Bd.9 1996 ,4600044
Jan-17,1,Site,Turkey,Tell Tayinat,,,36.248277,36.376175,Sea Peoples of the Northern Levant? : Aegean-Style Pottery from Early Iron Age Tell Tayinat / by Brian Janeway. ,"Winona Lake, Indiana : Eisenbrauns, 2017.",Studies in the archaeology and history of the Levant ; 7 // Harvard Semitic Museum publications,Large Collection DS156.T39 J36 2017 ,4570997
Jan-17,2,City,Ukraine,Bezliudovka,,,49.872428,36.281039,Bezli͡udovskiĭ klad X v. : materialy i issledovanii͡a; posvi͡ashchaetsi͡a 125-letii͡u so dni͡a rozhdenii͡a R. R. Fasmera / glavnyĭ redaktor: P. N. Petrov. / / Бeзлюдoвский клад X в. : мaтериалы и исслeдования; пoсвящается 125-лeтию сo дня рождeния Р. Р. Фaсмера / главный редактор: П. Н. Петров. ,"Kazanʹ : Institut istorii im. Sh. Mardzhani Akademii nauk Tatarstana : Otechestvo, 2014. // Kaзань : Институт истории им. Ш. Maрджани Aкадемии наук Taтaрстaнa : Oтeчeствo, 2014.",Arkheologii͡a evraziĭskikh stepeĭ ; 18,Large Collection CJ548.5.K53 B37 2014,4548177
Jan-17,3,Region,Ukraine,Crimea,,,45.3,34.4,"Istorii͡a i arkheologii͡a Kryma = History & Archaeology of Crimea, vyp. 2 / Kutaĭsov V. A. (glavnyĭ redaktor), et al. / / История и aрхеология Kрыма, вып. 2 / Кутаисов В. А. (главный редактор), et al. ","Simferopolʹ : Biznes Inform. izdatelʹstvo, 2014- // Симфeрoпoль : Бизнeс инфoрм. издaтeльствo, 2014-",,Large Collection GN772.22.U38 I78 2014 vyp.2,4548145
Jan-17,3,Region,Ukraine,Crimea,,,45.3,34.4,Antichnye raspisnye vazy v Severnom Prichernomorʹe : VII--IV vv. do n. é. / I. I. Vdovichenko. / / Aнтичные расписные вазы в Cеверном Причерноморье : VII--IV вв. дo н. э. / И. И. Вдoвичeнкo. ,"Simferopolʹ : ""SONAT"", 2008. // Симфeрополь : ""СOНAT"", 2008.",,Large Collection DJK64 .V388 2008 ,4568863
